"URLLength","DomainLength","TLDEncoding","NoOfLettersInURL","NoOfDegitsInURL","NoOfSpecialCharsInURL","IsHTTPS","LineOfCode","LargestLineLength","HasTitle","NoOfReference","DomainTitleMatchScore","URLTitleMatchScore","HasFavicon","Robots","IsResponsive","NoOfExternalFiles","HasDescription","HasSocialNet","HasCopyrightInfo","label"
33,27,0.0248538011695906,15,4,3,0,2,45,0,0,0,0,0,0,0,0,0,0,0,0
28,19,0.0248538011695906,12,5,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
44,30,0.0248538011695906,29,0,8,0,2,52,0,0,0,0,0,0,0,0,0,0,0,0
27,21,0.0248538011695906,18,0,2,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0
27,19,0.0248538011695906,17,0,2,1,65,143,1,1,0,0,0,0,1,6,0,0,0,0
27,18,0.0248538011695906,13,2,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
28,19,0.0248538011695906,14,1,5,1,2,2381,1,1,0,0,0,0,1,2,0,0,0,0
37,29,0.0248538011695906,16,11,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
28,19,0.0248538011695906,15,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
28,20,0.0248538011695906,17,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
23,15,0.0248538011695906,11,1,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
39,30,0.0248538011695906,16,9,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
26,17,0.0248538011695906,12,1,5,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
32,24,0.0248538011695906,19,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
42,33,0.0248538011695906,24,4,6,1,39,84,1,2,0,0,0,0,1,0,0,0,0,0
31,23,0.0248538011695906,17,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
40,32,0.0248538011695906,28,1,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
28,19,0.0248538011695906,15,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
23,14,0.0248538011695906,10,1,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
28,19,0.0248538011695906,15,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
27,19,0.0248538011695906,16,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
26,17,0.0248538011695906,15,0,3,1,17,57,1,1,0,0,0,0,0,0,0,0,0,0
29,20,0.0248538011695906,17,0,4,1,18,105,0,0,0,0,0,0,0,0,0,0,0,0
29,20,0.0248538011695906,14,2,5,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
76,68,0.0248538011695906,41,21,6,1,214,121,1,2,0,0,0,0,0,11,0,0,0,0
27,19,0.0248538011695906,13,3,3,1,3,2356,1,1,0,0,0,0,1,2,0,0,0,0
27,18,0.0248538011695906,14,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
46,38,0.0248538011695906,24,8,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
35,26,0.0248538011695906,14,7,6,1,2,1929,1,2,0,0,1,0,1,2,0,0,0,0
31,22,0.0248538011695906,17,0,6,1,13,221,1,1,0,0,1,0,1,3,0,0,0,0
33,25,0.0248538011695906,22,0,3,1,11,1663,1,1,0,0,1,0,0,2,0,0,0,0
36,27,0.0248538011695906,24,0,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
29,21,0.0248538011695906,18,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
40,31,0.0248538011695906,29,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
27,18,0.0248538011695906,13,2,4,1,8,98,0,0,0,0,0,0,1,0,0,0,0,0
27,20,0.0248538011695906,14,0,1,1,427,254,1,32,100,100,1,1,1,41,1,1,1,1
27,19,0.0248538011695906,12,4,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
31,23,0.0248538011695906,15,5,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
24,15,0.0248538011695906,12,0,4,1,33,252,1,1,0,0,0,0,0,1,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
26,17,0.0248538011695906,12,1,5,1,2,1355,1,1,0,0,0,0,1,2,0,0,0,0
28,19,0.0248538011695906,15,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
88,39,0.0248538011695906,57,8,15,1,2,96,0,0,0,1.351351351,0,0,0,0,0,0,0,0
27,18,0.0248538011695906,14,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
29,18,0.0248538011695906,12,4,5,1,2,2281,1,1,0,0,0,0,1,2,0,0,0,0
28,19,0.0248538011695906,15,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
23,15,0.0248538011695906,12,1,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
27,18,0.0248538011695906,15,1,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
41,32,0.0248538011695906,23,4,6,1,59,78,1,1,0,0,1,0,0,5,1,0,0,0
54,26,0.0248538011695906,40,0,6,1,2,62,0,0,0,0,0,0,0,0,0,0,0,0
47,38,0.0248538011695906,24,8,7,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,26,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
27,18,0.0248538011695906,14,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
25,16,0.0248538011695906,11,2,4,1,2,2278,1,1,0,0,0,0,1,2,0,0,0,0
28,19,0.0248538011695906,14,1,5,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
28,19,0.0248538011695906,17,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
23,17,0.0248538011695906,11,0,1,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0
26,18,0.0248538011695906,12,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
34,25,0.0248538011695906,16,5,5,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
26,17,0.0248538011695906,11,2,5,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
40,31,0.0248538011695906,20,6,6,1,39,115,1,4,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
27,19,0.0248538011695906,11,6,2,1,86,5116,1,0,0,0,1,1,1,1,0,0,0,0
23,15,0.0248538011695906,11,1,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
29,21,0.0248538011695906,19,0,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
33,24,0.0248538011695906,17,4,4,1,2,50,0,0,5,5,0,0,0,0,0,0,0,0
27,18,0.0248538011695906,9,7,3,1,14,100000,1,0,0,0,0,0,1,0,0,0,0,0
41,32,0.0248538011695906,24,3,6,1,9,101,0,0,0,0,0,0,0,0,0,0,0,0
36,27,0.0248538011695906,23,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
34,25,0.0248538011695906,20,1,5,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
27,19,0.0248538011695906,17,0,2,1,18,100,1,2,0,0,0,0,0,0,0,0,0,0
24,16,0.0248538011695906,12,2,2,1,142,3657,1,2,0,0,0,0,0,4,0,0,0,0
24,10,0.0248538011695906,14,0,3,0,16,78,0,0,0,0,0,0,0,0,0,0,0,0
41,32,0.0248538011695906,24,3,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
22,14,0.0248538011695906,9,3,2,1,61,100000,0,1,10,10,0,0,0,17,0,0,1,0
42,33,0.0248538011695906,24,4,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
29,21,0.0248538011695906,19,0,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
47,39,0.0248538011695906,31,1,7,1,151,4168,1,2,0,0,1,0,1,0,0,0,0,0
29,21,0.0248538011695906,14,4,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
27,18,0.0248538011695906,15,1,3,1,228,77763,1,1,0,0,0,0,0,1,0,0,0,0
27,21,0.0248538011695906,15,0,1,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0
36,27,0.0248538011695906,23,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
43,35,0.0248538011695906,27,4,4,1,178,443,1,3,0,0,1,0,1,4,0,0,0,0
34,26,0.0248538011695906,22,1,3,1,8,84,0,0,0,0,0,0,1,0,0,0,0,0
26,17,0.0248538011695906,15,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
46,37,0.0248538011695906,34,0,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
46,37,0.0248538011695906,28,4,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
26,17,0.0248538011695906,14,1,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
30,22,0.0248538011695906,14,6,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
43,35,0.0248538011695906,17,16,2,1,52,108,1,0,0,0,0,0,1,1,0,0,0,0
31,22,0.0248538011695906,20,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
47,38,0.0248538011695906,33,2,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
44,33,0.0248538011695906,29,3,4,1,117,9381,0,13,3.448275862,3.225806452,0,1,1,10,0,0,1,0
23,15,0.0248538011695906,13,0,2,1,2,100000,1,1,0,0,0,1,0,2,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,19,5,5,1,66,172,1,1,0,0,1,0,0,10,1,0,0,0
30,21,0.0248538011695906,18,0,4,1,16,110,1,2,0,0,0,0,0,0,0,0,0,0
40,31,0.0248538011695906,16,10,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
32,24,0.0248538011695906,21,1,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
22,15,0.0248538011695906,9,0,1,1,990,386,1,47,100,100,1,1,0,45,0,1,1,1
25,17,0.0248538011695906,9,5,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
28,20,0.0248538011695906,13,4,3,1,2,181,0,0,0,0,0,0,0,0,0,0,0,0
37,29,0.0248538011695906,23,4,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
42,33,0.0248538011695906,12,19,3,1,6,103,0,0,0,0,0,0,0,0,0,0,0,0
29,21,0.0248538011695906,18,1,2,1,16,110,1,2,0,0,0,0,0,0,0,0,0,0
47,39,0.0248538011695906,29,3,7,1,151,4168,1,2,0,0,1,0,1,0,0,0,0,0
30,22,0.0248538011695906,14,5,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
28,20,0.0248538011695906,13,4,3,1,2,200,0,0,0,0,0,0,0,0,0,0,0,0
42,36,0.0248538011695906,28,3,4,0,2,51,0,0,3.125,3.125,0,0,0,0,0,0,0,0
62,53,0.0248538011695906,46,2,6,1,2,656,1,0,0,0,0,0,1,3,0,0,0,0
54,33,0.0248538011695906,42,0,4,1,2,1339,1,1,0,0,0,0,1,2,0,0,0,0
29,20,0.0248538011695906,16,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
41,33,0.0248538011695906,28,1,4,1,45,117,1,0,0,0,0,0,0,1,0,0,0,0
43,34,0.0248538011695906,31,0,4,1,2,1186,1,1,0,0,0,0,1,3,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
35,26,0.0248538011695906,23,1,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
91,30,0.0248538011695906,65,4,14,1,21,221,0,0,0,0,0,0,0,0,0,0,0,0
68,16,0.0248538011695906,43,9,8,1,195,133,1,1,0,0,0,1,1,9,0,0,0,0
28,19,0.0248538011695906,12,2,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,29,0.0248538011695906,25,0,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
28,19,0.0248538011695906,17,0,3,1,16,110,1,2,0,0,0,0,0,0,0,0,0,0
42,33,0.0248538011695906,12,19,3,1,6,102,0,0,0,0,0,0,0,0,0,0,0,0
42,33,0.0248538011695906,25,3,6,1,59,78,1,1,0,0,1,0,0,5,1,0,0,0
46,37,0.0248538011695906,27,5,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
24,16,0.0248538011695906,14,0,2,1,16,110,1,2,0,0,0,0,0,0,0,0,0,0
23,15,0.0248538011695906,13,0,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
33,18,0.0248538011695906,21,0,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
27,18,0.0248538011695906,11,3,5,1,2,2281,1,1,0,0,0,0,1,2,0,0,0,0
28,19,0.0248538011695906,14,1,5,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
44,36,0.0248538011695906,22,9,5,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
23,14,0.0248538011695906,12,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
30,22,0.0248538011695906,19,1,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
34,26,0.0248538011695906,18,5,3,1,110,194,1,11,0,0,1,1,1,19,0,0,0,0
28,19,0.0248538011695906,12,5,3,1,6,100000,0,0,6.666666667,6.666666667,0,0,0,0,0,0,0,0
26,17,0.0248538011695906,14,1,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
39,32,0.0248538011695906,20,2,6,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0
25,16,0.0248538011695906,14,0,3,1,16,110,1,2,0,0,0,0,0,0,0,0,0,0
29,20,0.0248538011695906,17,0,4,1,3,1164,0,0,0,0,0,0,0,0,0,0,0,0
46,37,0.0248538011695906,31,1,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
27,19,0.0248538011695906,14,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
26,17,0.0248538011695906,14,1,3,1,2,2278,1,1,0,0,0,0,1,2,0,0,0,0
47,39,0.0248538011695906,31,1,7,1,151,4168,1,2,0,0,1,0,1,0,0,0,0,0
27,18,0.0248538011695906,15,1,3,1,228,77763,1,1,0,0,0,0,0,1,0,0,0,0
36,27,0.0248538011695906,25,0,3,1,2,100,0,0,0,0,0,0,0,0,0,0,0,0
31,22,0.0248538011695906,14,5,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
24,16,0.0248538011695906,11,2,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
34,28,0.0248538011695906,20,1,2,0,2,41,0,0,0,0,0,0,0,0,0,0,0,0
43,35,0.0248538011695906,31,0,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,29,0.0248538011695906,27,0,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
32,24,0.0248538011695906,22,0,2,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0
30,22,0.0248538011695906,16,4,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
43,35,0.0248538011695906,18,13,4,1,2,1152,1,2,0,0,0,1,0,3,0,0,1,0
42,33,0.0248538011695906,23,5,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
24,16,0.0248538011695906,12,2,2,1,14,448,1,2,0,0,1,0,1,3,0,0,0,0
32,23,0.0248538011695906,15,4,5,1,39,98,1,2,0,0,0,0,1,0,0,0,0,0
33,26,0.0248538011695906,22,0,3,1,104,93,1,1,0,0,1,0,0,6,1,0,0,0
34,25,0.0248538011695906,23,0,3,1,16,110,1,2,0,0,0,0,0,0,0,0,0,0
38,29,0.0248538011695906,14,10,6,1,2,1929,1,2,0,0,1,0,1,2,0,0,0,0
31,22,0.0248538011695906,18,0,5,1,2,107,0,0,0,0,0,0,0,0,0,0,0,0
28,19,0.0248538011695906,14,1,5,1,2,2278,1,1,0,0,0,0,1,2,0,0,0,0
28,20,0.0248538011695906,17,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
45,36,0.0248538011695906,30,0,7,1,39,73,1,2,0,0,0,0,1,0,0,0,0,0
40,32,0.0248538011695906,12,18,2,1,11,125,0,0,3.571428571,3.571428571,0,0,0,0,0,0,0,0
202,30,0.0248538011695906,136,42,16,1,635,606,1,29,0,0,1,0,1,13,0,0,1,0
28,19,0.0248538011695906,16,0,4,1,10,132,0,1,0,0,0,0,0,0,0,0,0,0
42,33,0.0248538011695906,28,1,5,1,8,86,0,0,0,0,0,0,1,0,0,0,0,0
26,17,0.0248538011695906,14,1,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
42,33,0.0248538011695906,30,0,4,1,35,248,1,1,0,0,0,0,0,1,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
42,33,0.0248538011695906,24,4,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
38,30,0.0248538011695906,26,0,4,1,112,139,1,19,0,0,0,0,1,6,0,0,0,0
43,34,0.0248538011695906,25,5,5,1,2,51,0,0,0,0,0,0,0,0,0,0,0,0
35,27,0.0248538011695906,24,0,3,1,38,1201,1,2,0,0,0,0,0,1,0,0,0,0
30,21,0.0248538011695906,16,2,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
42,34,0.0248538011695906,24,4,6,1,8,101,0,0,0,0,0,0,0,0,0,0,0,0
36,28,0.0248538011695906,25,1,2,1,26,144,0,1,4.166666667,4.166666667,0,0,0,0,0,0,0,0
41,33,0.0248538011695906,31,0,3,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0
33,25,0.0248538011695906,22,0,3,1,16,110,1,2,0,0,0,0,0,0,0,0,0,0
31,22,0.0248538011695906,15,4,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
49,38,0.0248538011695906,33,0,8,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
26,17,0.0248538011695906,14,0,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
28,20,0.0248538011695906,15,2,3,1,29,100000,1,1,0,0,0,0,0,0,0,0,0,0
28,20,0.0248538011695906,18,0,2,1,10,922,1,3,0,0,0,0,0,4,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
32,24,0.0248538011695906,22,0,2,1,16,110,1,2,0,0,0,0,0,0,0,0,0,0
38,30,0.0248538011695906,26,0,4,1,27,493,1,5,0,0,1,0,1,9,0,0,0,0
42,33,0.0248538011695906,25,3,6,1,59,78,1,1,0,0,1,0,0,5,1,0,0,0
28,19,0.0248538011695906,12,5,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
39,31,0.0248538011695906,12,17,2,1,11,127,0,0,3.703703704,3.703703704,0,0,0,0,0,0,0,0
46,38,0.0248538011695906,24,8,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
44,35,0.0248538011695906,27,3,6,1,66,83,1,0,0,0,0,0,1,0,0,0,0,0
24,17,0.0248538011695906,11,0,1,1,188,419,1,6,100,100,0,0,1,14,1,1,0,1
35,26,0.0248538011695906,24,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
46,37,0.0248538011695906,28,4,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
109,22,0.0248538011695906,76,13,12,1,5,117,0,0,0,1.041666667,0,0,0,0,0,0,0,0
33,25,0.0248538011695906,17,4,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
47,38,0.0248538011695906,33,0,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
38,30,0.0248538011695906,14,12,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
39,30,0.0248538011695906,26,1,4,1,8,86,0,0,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
21,13,0.0248538011695906,11,0,2,1,91,267,1,0,0,0,0,0,1,5,0,0,0,0
28,20,0.0248538011695906,12,5,3,1,9,86,0,0,0,0,0,0,0,0,0,0,0,0
30,22,0.0248538011695906,15,4,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
28,20,0.0248538011695906,18,0,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
28,20,0.0248538011695906,12,5,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
36,27,0.0248538011695906,14,11,3,1,265,280,0,5,4.347826087,4.347826087,0,0,1,10,0,0,1,0
22,15,0.0248538011695906,9,0,1,1,207,362,1,13,100,100,1,0,1,43,1,1,1,1
32,23,0.0248538011695906,20,0,4,1,24,119,0,0,0,0,0,0,1,1,0,0,0,0
32,24,0.0248538011695906,20,1,3,1,44,281,1,1,0,0,0,0,0,1,0,0,0,0
40,34,0.0248538011695906,25,0,4,0,3,64,0,0,0,0,0,0,0,0,0,0,0,0
32,24,0.0248538011695906,22,0,2,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0
47,38,0.0248538011695906,24,9,6,1,2,1152,1,2,0,0,0,1,0,3,0,0,1,0
24,15,0.0248538011695906,12,1,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
29,21,0.0248538011695906,13,4,4,1,26,176,0,0,0,0,0,0,0,0,0,0,0,0
44,35,0.0248538011695906,27,3,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
26,17,0.0248538011695906,10,3,5,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
31,22,0.0248538011695906,15,4,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
39,31,0.0248538011695906,23,3,5,1,7,67,0,1,0,0,0,0,0,0,0,1,0,0
40,31,0.0248538011695906,25,1,6,1,12,111,1,0,0,0,0,0,0,0,0,0,0,0
25,16,0.0248538011695906,13,1,3,1,2,2278,1,1,0,0,0,0,1,2,0,0,0,0
23,16,0.0248538011695906,10,0,1,1,363,340,1,21,100,100,1,0,1,9,1,1,1,1
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
37,28,0.0248538011695906,19,5,5,1,61,78,1,0,0,0,1,0,0,5,1,0,0,0
25,16,0.0248538011695906,12,1,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
36,27,0.0248538011695906,18,6,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
42,34,0.0248538011695906,22,8,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
39,30,0.0248538011695906,26,2,3,1,229,82948,1,1,0,0,0,0,0,2,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
39,31,0.0248538011695906,28,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
35,29,0.0248538011695906,25,0,3,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0
27,18,0.0248538011695906,15,1,3,1,228,77763,1,1,0,0,0,0,0,1,0,0,0,0
28,21,0.0248538011695906,15,0,1,1,859,765,1,19,100,100,1,0,1,102,1,1,0,1
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
26,18,0.0248538011695906,14,2,2,1,114,609,0,1,7.142857143,7.142857143,0,0,1,2,0,0,1,0
54,39,0.0248538011695906,38,3,5,1,9,1454,1,0,0,0,0,0,0,1,0,0,0,0
39,30,0.0248538011695906,21,4,6,1,9,91,0,0,0,0,0,0,0,0,0,0,0,0
29,21,0.0248538011695906,18,0,3,1,2,901,1,2,0,0,1,0,1,3,0,0,0,0
30,23,0.0248538011695906,21,0,2,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0
33,25,0.0248538011695906,20,1,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
25,16,0.0248538011695906,14,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
26,17,0.0248538011695906,14,1,3,1,2,2281,1,1,0,0,0,0,1,2,0,0,0,0
34,26,0.0248538011695906,20,4,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
32,24,0.0248538011695906,22,0,2,1,17,110,1,2,0,0,0,0,0,0,0,0,0,0
84,49,0.0248538011695906,61,4,11,1,179,1349,1,0,0,0,0,0,1,2,0,0,0,0
28,20,0.0248538011695906,16,0,4,1,28,212,1,2,0,0,0,0,1,9,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
36,27,0.0248538011695906,23,0,5,1,2,394,1,1,0,0,0,0,1,2,0,0,0,0
24,15,0.0248538011695906,13,0,3,1,14,100,1,2,0,0,0,0,0,0,0,0,0,0
33,26,0.0248538011695906,24,0,2,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
23,15,0.0248538011695906,12,0,3,1,91,267,1,0,0,0,0,0,1,5,0,0,0,0
30,21,0.0248538011695906,17,1,4,1,2,50,0,0,0,0,0,0,0,0,0,0,0,0
34,26,0.0248538011695906,10,14,2,1,11,111,0,0,4.545454545,4.545454545,0,0,0,0,0,0,0,0
41,33,0.0248538011695906,18,11,4,1,2,1152,1,2,0,0,0,1,0,3,0,0,1,0
50,41,0.0248538011695906,32,5,5,1,302,29543,1,4,0,0,0,0,1,17,0,0,0,0
47,38,0.0248538011695906,36,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
32,24,0.0248538011695906,21,1,2,1,26,176,0,0,0,0,0,0,0,0,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
33,24,0.0248538011695906,21,0,4,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
34,25,0.0248538011695906,23,0,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
39,30,0.0248538011695906,16,9,6,1,36,115,1,4,0,0,1,0,1,6,0,0,0,0
37,28,0.0248538011695906,23,3,3,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
32,25,0.0248538011695906,17,1,3,0,2,50,0,0,0,0,0,0,0,0,0,0,0,0
29,20,0.0248538011695906,12,4,5,1,30,6255,1,5,0,0,1,0,1,6,0,0,0,0
42,33,0.0248538011695906,26,2,6,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
35,27,0.0248538011695906,25,0,2,1,108,8125,1,3,0,0,0,0,1,0,0,0,0,0
46,37,0.0248538011695906,31,1,6,1,23,221,0,0,0,0,0,0,0,0,0,0,0,0
